,Unnamed: 0,clicks,description,id,image,link,preferences,price,rating,score,title,Creation Date,Modified Date,Slug,Creator,unique id,parsed_preferences,list_preferences,list_gender,list_age_category,list_interest,list_occasion,list_relationship,list_style,all_unique_id
176,176,," Amazon Fire HD 8 tablet, 8” HD Display, 32 GB, 30% faster processor, designed for portable entertainment, (2022 release), Black",6511e39e8cccaa1964a07b66,"https://images-na.ssl-images-amazon.com/images/I/61fgc1OW1ZL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/All-new-Fire-HD-8-tablet/dp/B099Z8HLHT/ref=zg_bs_g_pc_sccl_13/132-6973416-4920936?psc=1,"Male , Female , Teenager , Young Adult , Tech and Gadgets , Books and Learning , Music and Entertainment , Home and Decor , Practical , Birthdays , Holidays , Graduations , Appreciation , Thank You Gifts",99.99,4.5,," Amazon Fire HD 8 tablet, 8” HD Display, 32 GB, 30% faster processor, designed for portable entertainment, (2022 release), Black","Sep 29, 2023 4:40 am","Sep 29, 2023 4:40 am",,test@correo.com,1695942609422x808413214044237700,"{'gender': ['male', 'female'], 'age_category': ['12 - 18', '18 - 25'], 'interest': ['tech and gadgets', 'books and learning', 'music and entertainment', 'home and decor'], 'occasion': ['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['practical']}","['male', 'female', 'teenager', 'young adult', 'tech and gadgets', 'books and learning', 'music and entertainment', 'home and decor', 'practical', 'birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']","['male', 'female']","['12 - 18', '18 - 25']","['tech and gadgets', 'books and learning', 'music and entertainment', 'home and decor']","['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']",[],['practical'],1695942609422x808413214044237700
177,177,,"Apple AirPods (2nd Generation) Wireless Earbuds with Lightning Charging Case Included. Over 24 Hours of Battery Life, Effortless Setup. Bluetooth Headphones for iPhone",6511e39e8cccaa1964a07b92,"https://images-na.ssl-images-amazon.com/images/I/61Zh467pKjL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q/ref=zg_bs_g_electronics_sccl_5/132-6973416-4920936?psc=1,"Male , Female , Teenager , Young Adult , Tech and Gadgets , Music and Entertainment , Fashion and Accessories , Practical , Birthdays , Graduations , Holidays , Promotions and Achievements , Thank You Gifts",78.21,4.7,,"Apple AirPods (2nd Generation) Wireless Earbuds with Lightning Charging Case Included. Over 24 Hours of Battery Life, Effortless Setup. Bluetooth Headphones for iPhone","Sep 29, 2023 4:40 am","Sep 29, 2023 4:40 am",,test@correo.com,1695942610434x580175664502505100,"{'gender': ['male', 'female'], 'age_category': ['12 - 18', '18 - 25'], 'interest': ['tech and gadgets', 'music and entertainment', 'fashion and accessories'], 'occasion': ['birthdays', 'graduations', 'holidays', 'promotions and achievements', 'thank you gifts'], 'relationship': [], 'style': ['practical']}","['male', 'female', 'teenager', 'young adult', 'tech and gadgets', 'music and entertainment', 'fashion and accessories', 'practical', 'birthdays', 'graduations', 'holidays', 'promotions and achievements', 'thank you gifts']","['male', 'female']","['12 - 18', '18 - 25']","['tech and gadgets', 'music and entertainment', 'fashion and accessories']","['birthdays', 'graduations', 'holidays', 'promotions and achievements', 'thank you gifts']",[],['practical'],1695942610434x580175664502505100
178,178,,"Scrubba Portable Wash Bag – Foldable Hand Washing Machine for Hotel and Travel – Light and Small Eco-friendly Camping Laundry Bag for Washing Clothes Anywhere Green Green 6.3"" x 2.4"" x 2.4""",6511e39e8cccaa1964a07936,"https://images-na.ssl-images-amazon.com/images/I/81Y2VbyfZoL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Scrubba-Wash-Bag-Portable-Backpacking/dp/B01N68XF0O/ref=zg_bs_g_appliances_sccl_27/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Travel and Adventure , Outdoor and Nature , Minimalistic , Practical , Birthdays , Holidays , Graduations , Thank You Gifts",55.0,4.5,,"Scrubba Portable Wash Bag – Foldable Hand Washing Machine for Hotel and Travel – Light and Small Eco-friendly Camping Laundry Bag for Washing Clothes Anywhere Green Green 6.3"" x 2.4"" x 2.4""","Sep 29, 2023 4:40 am","Sep 29, 2023 4:40 am",,test@correo.com,1695942611638x877932826170158200,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['travel and adventure', 'outdoor and nature'], 'occasion': ['birthdays', 'holidays', 'graduations', 'thank you gifts'], 'relationship': [], 'style': ['minimalistic', 'practical']}","['male', 'female', 'young adult', 'adult', 'travel and adventure', 'outdoor and nature', 'minimalistic', 'practical', 'birthdays', 'holidays', 'graduations', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['travel and adventure', 'outdoor and nature']","['birthdays', 'holidays', 'graduations', 'thank you gifts']",[],"['minimalistic', 'practical']",1695942611638x877932826170158200
179,179,,"NOCO Boost Plus GB40 1000A UltraSafe Car Battery Jump Starter, 12V Jump Starter Battery Pack, Battery Booster, Jump Box, Portable Charger and Jumper Cables for 6.0L Gasoline and 3.0L Diesel Engines",6511e39e8cccaa1964a0797a,"https://images-na.ssl-images-amazon.com/images/I/71aF7GY0cEL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/NOCO-GB40-UltraSafe-Lithium-Starter/dp/B015TKUPIC/ref=zg_bs_g_automotive_sccl_2/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Cars and Automotive , Tech and Gadgets , Outdoor and Nature , Practical , Premium Brands , Birthdays , Holidays , Graduations , Appreciation , Thank You Gifts",79.15,4.7,,"NOCO Boost Plus GB40 1000A UltraSafe Car Battery Jump Starter, 12V Jump Starter Battery Pack, Battery Booster, Jump Box, Portable Charger and Jumper Cables for 6.0L Gasoline and 3.0L Diesel Engines","Sep 29, 2023 4:40 am","Sep 29, 2023 4:40 am",,test@correo.com,1695942612387x759926721420278700,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets', 'outdoor and nature'], 'occasion': ['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['practical', 'premium brands']}","['male', 'female', 'young adult', 'adult', 'cars and automotive', 'tech and gadgets', 'outdoor and nature', 'practical', 'premium brands', 'birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['tech and gadgets', 'outdoor and nature']","['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']",[],"['practical', 'premium brands']",1695942612387x759926721420278700
180,180,,"Pampers Pure Protection Diapers Size 5, 132 count - Disposable Diapers",6511e39e8cccaa1964a079cc,"https://images-na.ssl-images-amazon.com/images/I/61ZMDwA4xzL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Pampers-Disposable-Hypoallergenic-Fragrance-Protection/dp/B01IZ5F6T6/ref=zg_bs_g_baby-products_sccl_15/132-6973416-4920936?psc=1,"Female , Young Adult , Comfortable Yet Stylish , Beauty and Self-Care , Premium Brands , Practical , Birthdays , Holidays , Appreciation , Thank You Gifts",65.47,4.8,,"Pampers Pure Protection Diapers Size 5, 132 count - Disposable Diapers","Sep 29, 2023 4:40 am","Sep 29, 2023 4:40 am",,test@correo.com,1695942613406x489355204015536000,"{'gender': ['female'], 'age_category': ['18 - 25'], 'interest': ['beauty and self-care'], 'occasion': ['birthdays', 'holidays', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['comfortable yet stylish', 'premium brands', 'practical']}","['female', 'young adult', 'comfortable yet stylish', 'beauty and self-care', 'premium brands', 'practical', 'birthdays', 'holidays', 'appreciation', 'thank you gifts']",['female'],['18 - 25'],['beauty and self-care'],"['birthdays', 'holidays', 'appreciation', 'thank you gifts']",[],"['comfortable yet stylish', 'premium brands', 'practical']",1695942613406x489355204015536000
181,181,,"Telescope, HOROX 70mm Aperture 400mm Refractor Telescope for Astronomy Beginners, Fully Multi Coated Optics w. Pro Tripod & Phone Adapter, Portable Telescopes Backpack,Cool Tech Gift",6511e39e8cccaa1964a07a52,"https://images-na.ssl-images-amazon.com/images/I/718l1IM2enL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Telescope-HOROX-Refractor-Astronomy-Telescopes/dp/B0BKGNLL53/ref=zg_bs_g_photo_sccl_25/132-6973416-4920936?psc=1,"Male , Female , Teenager , Young Adult , Adult , Outdoor and Nature , Tech and Gadgets , Travel and Adventure , Science and Learning , Holidays , Birthdays , Graduations , Appreciation , Thank You Gifts",70.07,4.3,,"Telescope, HOROX 70mm Aperture 400mm Refractor Telescope for Astronomy Beginners, Fully Multi Coated Optics w. Pro Tripod & Phone Adapter, Portable Telescopes Backpack,Cool Tech Gift","Sep 29, 2023 4:40 am","Sep 29, 2023 4:40 am",,test@correo.com,1695942614414x891099131138326900,"{'gender': ['male', 'female'], 'age_category': ['12 - 18', '18 - 25', '25 - 45'], 'interest': ['outdoor and nature', 'tech and gadgets', 'travel and adventure'], 'occasion': ['holidays', 'birthdays', 'graduations', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': []}","['male', 'female', 'teenager', 'young adult', 'adult', 'outdoor and nature', 'tech and gadgets', 'travel and adventure', 'science and learning', 'holidays', 'birthdays', 'graduations', 'appreciation', 'thank you gifts']","['male', 'female']","['12 - 18', '18 - 25', '25 - 45']","['outdoor and nature', 'tech and gadgets', 'travel and adventure']","['holidays', 'birthdays', 'graduations', 'appreciation', 'thank you gifts']",[],[],1695942614414x891099131138326900
182,182,,"Apple Pencil (2nd Generation): Pixel-Perfect Precision and Industry-Leading Low Latency, Perfect for Note-Taking, Drawing, and Signing documents. Attaches, Charges, and Pairs magnetically.",6511e39e8cccaa1964a07a6c,"https://images-na.ssl-images-amazon.com/images/I/21SPDoiRuGL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Apple-MU8F2AM-A-Pencil-Generation/dp/B07K1WWBJK/ref=zg_bs_g_wireless_sccl_8/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Books and Learning , Art and Culture , Minimalistic , Practical , Birthdays , Holidays , Graduations , Appreciation , Thank You Gifts",72.17,4.7,,"Apple Pencil (2nd Generation): Pixel-Perfect Precision and Industry-Leading Low Latency, Perfect for Note-Taking, Drawing, and Signing documents. Attaches, Charges, and Pairs magnetically.","Sep 29, 2023 4:40 am","Sep 29, 2023 4:40 am",,test@correo.com,1695942615489x118023354765366620,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets', 'books and learning', 'art and culture'], 'occasion': ['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['minimalistic', 'practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'books and learning', 'art and culture', 'minimalistic', 'practical', 'birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['tech and gadgets', 'books and learning', 'art and culture']","['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']",[],"['minimalistic', 'practical']",1695942615489x118023354765366620
183,183,,"Apple Pencil (1st Generation): Pixel-Perfect Precision and Industry-Leading Low Latency, Perfect for Note-Taking, Drawing, and Signing documents.",6511e39e8cccaa1964a07a8a,"https://images-na.ssl-images-amazon.com/images/I/51+oaOVMYtL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Apple-Pencil-1st-Generation-Adapter/dp/B0BJLG69QR/ref=zg_bs_g_wireless_sccl_23/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Art and Culture , Fashion and Accessories , Premium Brands , Practical , Birthdays , Holidays , Graduations , Appreciation , Thank You Gifts",58.89,4.7,,"Apple Pencil (1st Generation): Pixel-Perfect Precision and Industry-Leading Low Latency, Perfect for Note-Taking, Drawing, and Signing documents.","Sep 29, 2023 4:40 am","Sep 29, 2023 4:40 am",,test@correo.com,1695942616424x954139705547970300,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets', 'art and culture', 'fashion and accessories'], 'occasion': ['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['premium brands', 'practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'art and culture', 'fashion and accessories', 'premium brands', 'practical', 'birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['tech and gadgets', 'art and culture', 'fashion and accessories']","['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']",[],"['premium brands', 'practical']",1695942616424x954139705547970300
184,184,,"Focusrite Scarlett Solo 3rd Gen USB Audio Interface, for the Guitarist, Vocalist, Podcaster or Producer — High-Fidelity, Studio Quality Recording, and All the Software You Need to Record",6511e39f8cccaa1964a07d72,"https://images-na.ssl-images-amazon.com/images/I/614tlK-xFOL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Focusrite-Scarlett-Audio-Interface-Tools/dp/B07QR6Z1JB/ref=zg_bs_g_musical-instruments_sccl_17/132-6973416-4920936?psc=1,"Male , Female , Music and Entertainment , Tech and Gadgets , Young Adult , Adult , Home and Decor , Premium Brands , Practical , Birthdays , Anniversaries , Promotions and Achievements , Graduations",97.75,4.7,,"Focusrite Scarlett Solo 3rd Gen USB Audio Interface, for the Guitarist, Vocalist, Podcaster or Producer — High-Fidelity, Studio Quality Recording, and All the Software You Need to Record","Sep 29, 2023 4:40 am","Sep 29, 2023 4:40 am",,test@correo.com,1695942617431x366584418378585340,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['music and entertainment', 'tech and gadgets', 'home and decor'], 'occasion': ['birthdays', 'anniversaries', 'promotions and achievements', 'graduations'], 'relationship': [], 'style': ['premium brands', 'practical']}","['male', 'female', 'music and entertainment', 'tech and gadgets', 'young adult', 'adult', 'home and decor', 'premium brands', 'practical', 'birthdays', 'anniversaries', 'promotions and achievements', 'graduations']","['male', 'female']","['18 - 25', '25 - 45']","['music and entertainment', 'tech and gadgets', 'home and decor']","['birthdays', 'anniversaries', 'promotions and achievements', 'graduations']",[],"['premium brands', 'practical']",1695942617431x366584418378585340
185,185,,"GCI Outdoor Freestyle Rocker Portable Rocking Chair & Outdoor Camping Chair, Cinnamon",6511e39f8cccaa1964a07df4,"https://images-na.ssl-images-amazon.com/images/I/81NQly+mCRL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/GCI-Outdoor-Freestyle-Portable-Cinnamon/dp/B00P2XZKZ0/ref=zg_bs_g_lawn-garden_sccl_27/132-6973416-4920936?psc=1,"Male , Female , Adult , Outdoor and Nature , Sports and Hobbies , Comfortable Yet Stylish , Practical , Birthdays , Holidays , Appreciation , Thank You Gifts",69.99,4.8,,"GCI Outdoor Freestyle Rocker Portable Rocking Chair & Outdoor Camping Chair, Cinnamon","Sep 29, 2023 4:40 am","Sep 29, 2023 4:40 am",,test@correo.com,1695942618369x886667192040005400,"{'gender': ['male', 'female'], 'age_category': ['25 - 45'], 'interest': ['outdoor and nature', 'sports and hobbies'], 'occasion': ['birthdays', 'holidays', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['comfortable yet stylish', 'practical']}","['male', 'female', 'adult', 'outdoor and nature', 'sports and hobbies', 'comfortable yet stylish', 'practical', 'birthdays', 'holidays', 'appreciation', 'thank you gifts']","['male', 'female']",['25 - 45'],"['outdoor and nature', 'sports and hobbies']","['birthdays', 'holidays', 'appreciation', 'thank you gifts']",[],"['comfortable yet stylish', 'practical']",1695942618369x886667192040005400
186,186,,"GCI Outdoor Freestyle Rocker Portable Rocking Chair & Outdoor Camping Chair, Black",6511e39f8cccaa1964a07e64,"https://images-na.ssl-images-amazon.com/images/I/71rHTD5ZBqL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Outdoor-Roadtrip-Collapsible-Rocking-Camping/dp/B087DRTZBF/ref=zg_bs_g_sporting-goods_sccl_24/132-6973416-4920936?psc=1,"Male , Female , Adult , Outdoor and Nature , Sports and Hobbies , Comfortable Yet Stylish , Practical , Birthdays , Holidays , Appreciation , Thank You Gifts",75.0,4.8,,"GCI Outdoor Freestyle Rocker Portable Rocking Chair & Outdoor Camping Chair, Black","Sep 29, 2023 4:40 am","Sep 29, 2023 4:40 am",,test@correo.com,1695942619381x401387138660709300,"{'gender': ['male', 'female'], 'age_category': ['25 - 45'], 'interest': ['outdoor and nature', 'sports and hobbies'], 'occasion': ['birthdays', 'holidays', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['comfortable yet stylish', 'practical']}","['male', 'female', 'adult', 'outdoor and nature', 'sports and hobbies', 'comfortable yet stylish', 'practical', 'birthdays', 'holidays', 'appreciation', 'thank you gifts']","['male', 'female']",['25 - 45'],"['outdoor and nature', 'sports and hobbies']","['birthdays', 'holidays', 'appreciation', 'thank you gifts']",[],"['comfortable yet stylish', 'practical']",1695942619381x401387138660709300
187,187,,"Amazon Fire TV Stick 4K Max streaming device, Wi-Fi 6, Alexa Voice Remote (includes TV controls)",6511e39e8cccaa1964a0789a,"https://images-na.ssl-images-amazon.com/images/I/41Xfz3eizpL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/fire-tv-stick-4k-max-with-alexa-voice-remote/dp/B08MQZXN1X/ref=zg_bs_g_amazon-devices_sccl_2/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Music and Entertainment , Home and Decor , Practical , Birthdays , Holidays , Graduations , Thank You Gifts",54.99,4.7,,"Amazon Fire TV Stick 4K Max streaming device, Wi-Fi 6, Alexa Voice Remote (includes TV controls)","Sep 29, 2023 4:40 am","Sep 29, 2023 4:40 am",,test@correo.com,1695942620412x320545898175664400,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets', 'music and entertainment', 'home and decor'], 'occasion': ['birthdays', 'holidays', 'graduations', 'thank you gifts'], 'relationship': [], 'style': ['practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'music and entertainment', 'home and decor', 'practical', 'birthdays', 'holidays', 'graduations', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['tech and gadgets', 'music and entertainment', 'home and decor']","['birthdays', 'holidays', 'graduations', 'thank you gifts']",[],['practical'],1695942620412x320545898175664400
188,188,,"Blink Outdoor (3rd Gen) - wireless, weather-resistant HD security camera, two-year battery life, motion detection, set up in minutes – 2 camera system",6511e39e8cccaa1964a078aa,"https://images-na.ssl-images-amazon.com/images/I/41lLBXd-5YL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Blink-Outdoor-Wireless-Security-Camera-2cam/dp/B086DL32R3/ref=zg_bs_g_amazon-devices_sccl_10/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Home and Decor , Outdoor and Nature , Practical , Birthdays , Anniversaries , Holidays , Promotions and Achievements , Thank You Gifts",63.92,4.3,,"Blink Outdoor (3rd Gen) - wireless, weather-resistant HD security camera, two-year battery life, motion detection, set up in minutes – 2 camera system","Sep 29, 2023 4:40 am","Sep 29, 2023 4:40 am",,test@correo.com,1695942621337x102411879911716200,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets', 'home and decor', 'outdoor and nature'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'thank you gifts'], 'relationship': [], 'style': ['practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'home and decor', 'outdoor and nature', 'practical', 'birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['tech and gadgets', 'home and decor', 'outdoor and nature']","['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'thank you gifts']",[],['practical'],1695942621337x102411879911716200
189,189,,"All-new Echo Show 5 (3rd Gen, 2023 release) | Smart display with 2x the bass and clearer sound | Charcoal ",6511e39e8cccaa1964a078ae,"https://images-na.ssl-images-amazon.com/images/I/51jf-jmkW5L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/All-new-Echo-Show-5/dp/B09B2SBHQK/ref=zg_bs_g_amazon-devices_sccl_12/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Music and Entertainment , Home and Decor , Practical , Birthdays , Anniversaries , Holidays , Promotions and Achievements , Graduations , Thank You Gifts",64.99,4.5,,"All-new Echo Show 5 (3rd Gen, 2023 release) | Smart display with 2x the bass and clearer sound | Charcoal ","Sep 29, 2023 4:40 am","Sep 29, 2023 4:40 am",,test@correo.com,1695942622432x327888983817303800,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets', 'music and entertainment', 'home and decor'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts'], 'relationship': [], 'style': ['practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'music and entertainment', 'home and decor', 'practical', 'birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['tech and gadgets', 'music and entertainment', 'home and decor']","['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts']",[],['practical'],1695942622432x327888983817303800
190,190,,"INSIGNIA 32-inch Class F20 Series Smart HD 720p Fire TV with Alexa Voice Remote (NS-32F201NA23, 2022 Model)",6511e39e8cccaa1964a078c2,"https://images-na.ssl-images-amazon.com/images/I/815E5aShTqL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/All-New-Insignia-32-inch-Class-NS-32F201NA23/dp/B09ZLTMWWH/ref=zg_bs_g_amazon-devices_sccl_22/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Music and Entertainment , Home and Decor , Practical , Birthdays , Holidays , Graduations , Appreciation , Thank You Gifts",89.99,4.6,,"INSIGNIA 32-inch Class F20 Series Smart HD 720p Fire TV with Alexa Voice Remote (NS-32F201NA23, 2022 Model)","Sep 29, 2023 4:40 am","Sep 29, 2023 4:40 am",,test@correo.com,1695942623465x480132509200809700,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets', 'music and entertainment', 'home and decor'], 'occasion': ['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'music and entertainment', 'home and decor', 'practical', 'birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['tech and gadgets', 'music and entertainment', 'home and decor']","['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']",[],['practical'],1695942623465x480132509200809700
191,191,,"Blink Wired Floodlight Camera – Smart security camera, 2600 lumens, HD live view, enhanced motion detection, built-in siren, Works with Alexa – 1 camera (White)",6511e39e8cccaa1964a078cc,"https://images-na.ssl-images-amazon.com/images/I/41eMJoU0rtL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Blink-Wired-Floodlight-Camera-White/dp/B0B5VLCL1N/ref=zg_bs_g_amazon-devices_sccl_27/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Home and Decor , Outdoor and Nature , Practical , Birthdays , Anniversaries , Holidays , Promotions and Achievements , Thank You Gifts",53.99,4.2,,"Blink Wired Floodlight Camera – Smart security camera, 2600 lumens, HD live view, enhanced motion detection, built-in siren, Works with Alexa – 1 camera (White)","Sep 29, 2023 4:40 am","Sep 29, 2023 4:40 am",,test@correo.com,1695942624390x257877509490928480,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets', 'home and decor', 'outdoor and nature'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'thank you gifts'], 'relationship': [], 'style': ['practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'home and decor', 'outdoor and nature', 'practical', 'birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['tech and gadgets', 'home and decor', 'outdoor and nature']","['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'thank you gifts']",[],['practical'],1695942624390x257877509490928480
192,192,,Apple iPad Air 16GB WiFi Tablet - Space Gray (Renewed),6511e39e8cccaa1964a078fa,"https://images-na.ssl-images-amazon.com/images/I/61mjOsFlTbL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Apple-iPad-16GB-WiFi-Tablet/dp/B07J4HPFX7/ref=zg_bs_g_amazon-renewed_sccl_25/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Premium Brands , Practical , Birthdays , Anniversaries , Holidays , Promotions and Achievements , Graduations , Thank You Gifts",99.0,3.7,,Apple iPad Air 16GB WiFi Tablet - Space Gray (Renewed),"Sep 29, 2023 4:40 am","Sep 29, 2023 4:40 am",,test@correo.com,1695942625356x987948487080829400,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts'], 'relationship': [], 'style': ['premium brands', 'practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'premium brands', 'practical', 'birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']",['tech and gadgets'],"['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts']",[],"['premium brands', 'practical']",1695942625356x987948487080829400
193,193,,"AGLUCKY Ice Makers Countertop,Portable Ice Maker Machine with Handle,Self-Cleaning Ice Maker, 26Lbs/24H, 9 Ice Cubes Ready in 8 Mins, for Home/Office/Kitchen(Grey)",6511e39e8cccaa1964a07938,"https://images-na.ssl-images-amazon.com/images/I/61VuhjdS3OL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/AGLUCKY-Countertop-Protable-Machine-Self-Cleaning/dp/B0BFH8CMKR/ref=zg_bs_g_appliances_sccl_28/132-6973416-4920936?psc=1,"Home and Decor , Tech and Gadgets , Adult , Male , Practical , Premium Brands , Minimalistic , Birthdays , Anniversaries , Holidays , Thank You Gifts",89.08,4.4,,"AGLUCKY Ice Makers Countertop,Portable Ice Maker Machine with Handle,Self-Cleaning Ice Maker, 26Lbs/24H, 9 Ice Cubes Ready in 8 Mins, for Home/Office/Kitchen(Grey)","Sep 29, 2023 4:40 am","Sep 29, 2023 4:40 am",,test@correo.com,1695942626347x179695169501877380,"{'gender': ['male'], 'age_category': ['25 - 45'], 'interest': ['home and decor', 'tech and gadgets'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'thank you gifts'], 'relationship': [], 'style': ['practical', 'premium brands', 'minimalistic']}","['home and decor', 'tech and gadgets', 'adult', 'male', 'practical', 'premium brands', 'minimalistic', 'birthdays', 'anniversaries', 'holidays', 'thank you gifts']",['male'],['25 - 45'],"['home and decor', 'tech and gadgets']","['birthdays', 'anniversaries', 'holidays', 'thank you gifts']",[],"['practical', 'premium brands', 'minimalistic']",1695942626347x179695169501877380
