,Unnamed: 0.1,Unnamed: 0,Id,profile_unique_id,Liked Products/User,Recommended Products,Products,list_Preferences,list_interest,list_style,list_occasion,list_gender,list_age,list_relationship,join_key,list_Profiles,user_unique_id,Creation Date,Modified Date,parsed_preferences,Genereated_Recommends,Random_Generated_Clicks,all_unique_id
506,506,490,,random_profile_810,,,,,"['fashion and accessories', 'sports and hobbies', 'spirituality', 'art and culture', 'travel and adventure', 'music and entertainment', 'tech and gadgets', 'outdoor and nature', 'books and learning', 'pets and animal lovers']","['chill', 'classic and timeless', 'minimalistic', 'bougie', 'comfortable yet stylish', 'practical']",['anniversaries'],['female'],['45 - 65'],['parent'],,,random_user_124,,,"{'interest': ['fashion and accessories', 'sports and hobbies', 'spirituality', 'art and culture', 'travel and adventure', 'music and entertainment', 'tech and gadgets', 'outdoor and nature', 'books and learning', 'pets and animal lovers'], 'style': ['chill', 'classic and timeless', 'minimalistic', 'bougie', 'comfortable yet stylish', 'practical'], 'occasion': ['anniversaries'], 'gender': ['female'], 'age_category': ['45 - 65'], 'relationship': ['parent']}",[],['1694624185872x877734246480824200'],unq_id-506
507,507,491,,random_profile_133,,,,,"['books and learning', 'fitness and wellness', 'beauty and self-care', 'social impact and charity', 'sports and hobbies', 'pets and animal lovers', 'food and cooking', 'art and culture', 'tech and gadgets', 'fashion and accessories']","['minimalistic', 'chill', 'classic and timeless', 'practical', 'premium brands', 'comfortable yet stylish']",['anniversaries'],['female'],['18 - 25'],['child'],,,random_user_178,,,"{'interest': ['books and learning', 'fitness and wellness', 'beauty and self-care', 'social impact and charity', 'sports and hobbies', 'pets and animal lovers', 'food and cooking', 'art and culture', 'tech and gadgets', 'fashion and accessories'], 'style': ['minimalistic', 'chill', 'classic and timeless', 'practical', 'premium brands', 'comfortable yet stylish'], 'occasion': ['anniversaries'], 'gender': ['female'], 'age_category': ['18 - 25'], 'relationship': ['child']}","['1694623243081x559101251033145040', '1694623243652x347361436851366200', '1696351105169x905659894498306300', '1696351119839x637901933835382100']","['1694623738492x572974849673625100', '1694624177877x368703835059625000', '1696265566782x519965294085110100']",unq_id-507
508,508,492,,random_profile_773,,,,,"['fashion and accessories', 'pets and animal lovers', 'outdoor and nature', 'art and culture', 'arts and crafts', 'spirituality']","['premium brands', 'classic and timeless', 'comfortable yet stylish', 'bougie', 'chill', 'practical']","[""valentine's day""]",['male'],['45 - 65'],['friend'],,,random_user_177,,,"{'interest': ['fashion and accessories', 'pets and animal lovers', 'outdoor and nature', 'art and culture', 'arts and crafts', 'spirituality'], 'style': ['premium brands', 'classic and timeless', 'comfortable yet stylish', 'bougie', 'chill', 'practical'], 'occasion': [""valentine's day""], 'gender': ['male'], 'age_category': ['45 - 65'], 'relationship': ['friend']}",[],['1695942626347x179695169501877380'],unq_id-508
509,509,493,,random_profile_34,,,,,"['home and decor', 'social impact and charity', 'outdoor and nature']","['chill', 'comfortable yet stylish', 'bougie', 'classic and timeless', 'premium brands']",['housewarmings'],['male'],['18 - 25'],['colleague'],,,random_user_39,,,"{'interest': ['home and decor', 'social impact and charity', 'outdoor and nature'], 'style': ['chill', 'comfortable yet stylish', 'bougie', 'classic and timeless', 'premium brands'], 'occasion': ['housewarmings'], 'gender': ['male'], 'age_category': ['18 - 25'], 'relationship': ['colleague']}",[],"['1696474693584x452386809026744640', '1695831226001x990737145469037200']",unq_id-509
510,510,494,,random_profile_165,,,,,"['social impact and charity', 'music and entertainment', 'beauty and self-care']",['comfortable yet stylish'],['holidays'],['female'],['under 12'],['girlfriend'],,,random_user_280,,,"{'interest': ['social impact and charity', 'music and entertainment', 'beauty and self-care'], 'style': ['comfortable yet stylish'], 'occasion': ['holidays'], 'gender': ['female'], 'age_category': ['under 12'], 'relationship': ['girlfriend']}",[],"['1695942618369x886667192040005400', '1694624184790x486181897691762000']",unq_id-510
511,511,495,,random_profile_852,,,,,"['home and decor', 'books and learning', 'music and entertainment', 'beauty and self-care', 'pets and animal lovers', 'art and culture', 'fitness and wellness', 'arts and crafts', 'social impact and charity', 'outdoor and nature']","['premium brands', 'classic and timeless', 'chill', 'bougie', 'practical']",['birthdays'],['male'],['25 - 45'],['parent'],,,random_user_128,,,"{'interest': ['home and decor', 'books and learning', 'music and entertainment', 'beauty and self-care', 'pets and animal lovers', 'art and culture', 'fitness and wellness', 'arts and crafts', 'social impact and charity', 'outdoor and nature'], 'style': ['premium brands', 'classic and timeless', 'chill', 'bougie', 'practical'], 'occasion': ['birthdays'], 'gender': ['male'], 'age_category': ['25 - 45'], 'relationship': ['parent']}",[],['1694624880091x644097759088613200'],unq_id-511
512,512,496,,random_profile_923,,,,,"['travel and adventure', 'fitness and wellness', 'art and culture', 'outdoor and nature', 'social impact and charity', 'pets and animal lovers', 'fashion and accessories', 'spirituality', 'beauty and self-care', 'books and learning', 'arts and crafts']",['practical'],['apologies'],['female'],['18 - 25'],['grand parent'],,,random_user_164,,,"{'interest': ['travel and adventure', 'fitness and wellness', 'art and culture', 'outdoor and nature', 'social impact and charity', 'pets and animal lovers', 'fashion and accessories', 'spirituality', 'beauty and self-care', 'books and learning', 'arts and crafts'], 'style': ['practical'], 'occasion': ['apologies'], 'gender': ['female'], 'age_category': ['18 - 25'], 'relationship': ['grand parent']}",[],['1704448556653x953347374715408300'],unq_id-512
513,513,497,,random_profile_144,,,,,"['home and decor', 'outdoor and nature', 'social impact and charity', 'food and cooking']","['chill', 'bougie', 'comfortable yet stylish', 'premium brands']",['newborns'],['male'],['45 - 65'],['colleague'],,,random_user_252,,,"{'interest': ['home and decor', 'outdoor and nature', 'social impact and charity', 'food and cooking'], 'style': ['chill', 'bougie', 'comfortable yet stylish', 'premium brands'], 'occasion': ['newborns'], 'gender': ['male'], 'age_category': ['45 - 65'], 'relationship': ['colleague']}",[],"['1695831207158x637178621020857900', '1695942601474x177590380869441200', '1695836032809x956121655305794900', '1696695517863x248151472134366050']",unq_id-513
514,514,498,,random_profile_374,,,,,['spirituality'],"['premium brands', 'bougie']",['holidays'],['female'],['25 - 45'],['parent'],,,random_user_170,,,"{'interest': ['spirituality'], 'style': ['premium brands', 'bougie'], 'occasion': ['holidays'], 'gender': ['female'], 'age_category': ['25 - 45'], 'relationship': ['parent']}",[],"['1694624888211x102358531174996600', '1694624895280x750155474588235900']",unq_id-514
515,515,499,,random_profile_942,,,,,"['books and learning', 'arts and crafts']","['chill', 'minimalistic', 'practical', 'premium brands']",['graduations'],['female'],['45 - 65'],['parent'],,,random_user_195,,,"{'interest': ['books and learning', 'arts and crafts'], 'style': ['chill', 'minimalistic', 'practical', 'premium brands'], 'occasion': ['graduations'], 'gender': ['female'], 'age_category': ['45 - 65'], 'relationship': ['parent']}",[],['1695831226001x990737145469037200'],unq_id-515
516,516,500,,random_profile_333,,,,,"['music and entertainment', 'travel and adventure', 'fashion and accessories', 'sports and hobbies', 'tech and gadgets', 'arts and crafts', 'spirituality', 'outdoor and nature', 'social impact and charity', 'fitness and wellness', 'beauty and self-care']","['practical', 'premium brands', 'minimalistic']",['holidays'],['female'],['65 +'],['colleague'],,,random_user_43,,,"{'interest': ['music and entertainment', 'travel and adventure', 'fashion and accessories', 'sports and hobbies', 'tech and gadgets', 'arts and crafts', 'spirituality', 'outdoor and nature', 'social impact and charity', 'fitness and wellness', 'beauty and self-care'], 'style': ['practical', 'premium brands', 'minimalistic'], 'occasion': ['holidays'], 'gender': ['female'], 'age_category': ['65 +'], 'relationship': ['colleague']}",[],"['1696351134380x934183989734833200', '1694624890254x255558647592337720', '1696265557652x143593466685808980', '1696450358930x716624120366235600']",unq_id-516
517,517,501,,random_profile_663,,,,,"['fashion and accessories', 'sports and hobbies', 'fitness and wellness', 'outdoor and nature', 'tech and gadgets', 'pets and animal lovers', 'spirituality', 'home and decor', 'beauty and self-care', 'travel and adventure']",['minimalistic'],['holidays'],['female'],['45 - 65'],['spouse or significant other'],,,random_user_22,,,"{'interest': ['fashion and accessories', 'sports and hobbies', 'fitness and wellness', 'outdoor and nature', 'tech and gadgets', 'pets and animal lovers', 'spirituality', 'home and decor', 'beauty and self-care', 'travel and adventure'], 'style': ['minimalistic'], 'occasion': ['holidays'], 'gender': ['female'], 'age_category': ['45 - 65'], 'relationship': ['spouse or significant other']}",[],"['1694624883125x417010094644472200', '1694623245655x643865798750550500', '1696265561735x795128867961741800']",unq_id-517
518,518,502,,random_profile_157,,,,,"['travel and adventure', 'spirituality', 'food and cooking', 'home and decor', 'music and entertainment', 'sports and hobbies', 'art and culture', 'arts and crafts', 'pets and animal lovers', 'beauty and self-care']","['chill', 'classic and timeless']",['housewarmings'],['female'],['18 - 25'],['friend'],,,random_user_127,,,"{'interest': ['travel and adventure', 'spirituality', 'food and cooking', 'home and decor', 'music and entertainment', 'sports and hobbies', 'art and culture', 'arts and crafts', 'pets and animal lovers', 'beauty and self-care'], 'style': ['chill', 'classic and timeless'], 'occasion': ['housewarmings'], 'gender': ['female'], 'age_category': ['18 - 25'], 'relationship': ['friend']}",[],['1694623741256x448623241962008640'],unq_id-518
519,519,503,,random_profile_172,,,,,"['arts and crafts', 'tech and gadgets', 'travel and adventure', 'music and entertainment', 'pets and animal lovers', 'spirituality', 'fashion and accessories', 'fitness and wellness', 'social impact and charity', 'books and learning', 'outdoor and nature', 'beauty and self-care', 'sports and hobbies', 'art and culture', 'food and cooking']",['classic and timeless'],['get well soon'],['female'],['65 +'],['parent'],,,random_user_248,,,"{'interest': ['arts and crafts', 'tech and gadgets', 'travel and adventure', 'music and entertainment', 'pets and animal lovers', 'spirituality', 'fashion and accessories', 'fitness and wellness', 'social impact and charity', 'books and learning', 'outdoor and nature', 'beauty and self-care', 'sports and hobbies', 'art and culture', 'food and cooking'], 'style': ['classic and timeless'], 'occasion': ['get well soon'], 'gender': ['female'], 'age_category': ['65 +'], 'relationship': ['parent']}",[],"['1694623761417x296151345482511550', '1694624869075x476631316317773300', '1696474698563x693083562287654100', '1695942609422x808413214044237700']",unq_id-519
520,520,504,,random_profile_10,,,,,"['food and cooking', 'arts and crafts', 'pets and animal lovers', 'sports and hobbies', 'books and learning', 'social impact and charity', 'art and culture', 'music and entertainment', 'outdoor and nature', 'travel and adventure', 'spirituality']",['comfortable yet stylish'],['weddings'],['female'],['under 12'],['girlfriend'],,,random_user_156,,,"{'interest': ['food and cooking', 'arts and crafts', 'pets and animal lovers', 'sports and hobbies', 'books and learning', 'social impact and charity', 'art and culture', 'music and entertainment', 'outdoor and nature', 'travel and adventure', 'spirituality'], 'style': ['comfortable yet stylish'], 'occasion': ['weddings'], 'gender': ['female'], 'age_category': ['under 12'], 'relationship': ['girlfriend']}",[],"['1694620672267x381920653884119800', '1694624185872x877734246480824200']",unq_id-520
521,521,505,,random_profile_531,,,,,"['food and cooking', 'fashion and accessories']","['bougie', 'chill', 'classic and timeless', 'practical', 'comfortable yet stylish', 'minimalistic']",['weddings'],['female'],['18 - 25'],['parent'],,,random_user_13,,,"{'interest': ['food and cooking', 'fashion and accessories'], 'style': ['bougie', 'chill', 'classic and timeless', 'practical', 'comfortable yet stylish', 'minimalistic'], 'occasion': ['weddings'], 'gender': ['female'], 'age_category': ['18 - 25'], 'relationship': ['parent']}",[],"['1694623259609x642610669416005600', '1696265552652x103191292250754740', '1694624870083x212690197200160030']",unq_id-521
522,522,506,,random_profile_126,,,,,"['travel and adventure', 'home and decor', 'food and cooking', 'spirituality']","['classic and timeless', 'bougie']",['promotions and achievements'],['female'],['under 12'],['spouse or significant other'],,,random_user_264,,,"{'interest': ['travel and adventure', 'home and decor', 'food and cooking', 'spirituality'], 'style': ['classic and timeless', 'bougie'], 'occasion': ['promotions and achievements'], 'gender': ['female'], 'age_category': ['under 12'], 'relationship': ['spouse or significant other']}",[],['1695942619381x401387138660709300'],unq_id-522
523,523,507,,random_profile_979,,,,,"['art and culture', 'outdoor and nature', 'arts and crafts', 'music and entertainment', 'social impact and charity', 'beauty and self-care', 'home and decor', 'fashion and accessories', 'sports and hobbies', 'food and cooking']","['minimalistic', 'chill', 'bougie', 'classic and timeless']","[""valentine's day""]",['male'],['25 - 45'],['friend'],,,random_user_96,,,"{'interest': ['art and culture', 'outdoor and nature', 'arts and crafts', 'music and entertainment', 'social impact and charity', 'beauty and self-care', 'home and decor', 'fashion and accessories', 'sports and hobbies', 'food and cooking'], 'style': ['minimalistic', 'chill', 'bougie', 'classic and timeless'], 'occasion': [""valentine's day""], 'gender': ['male'], 'age_category': ['25 - 45'], 'relationship': ['friend']}",[],"['1696351129951x515796149627471700', '1694623744214x335759372182767600']",unq_id-523
524,524,508,,random_profile_838,,,,,"['food and cooking', 'social impact and charity']",['minimalistic'],['retirements'],['female'],['18 - 25'],['child'],,,random_user_54,,,"{'interest': ['food and cooking', 'social impact and charity'], 'style': ['minimalistic'], 'occasion': ['retirements'], 'gender': ['female'], 'age_category': ['18 - 25'], 'relationship': ['child']}",[],"['1696351132940x280551787307715900', '1695942622432x327888983817303800', '1694623263358x750447273127468300', '1696265562816x496162930983332000']",unq_id-524
525,525,509,,random_profile_960,,,,,"['fitness and wellness', 'art and culture', 'fashion and accessories', 'pets and animal lovers', 'books and learning', 'arts and crafts', 'music and entertainment', 'social impact and charity', 'sports and hobbies', 'home and decor', 'outdoor and nature', 'tech and gadgets', 'beauty and self-care', 'food and cooking', 'travel and adventure']","['minimalistic', 'bougie', 'premium brands', 'practical']",['thank you gifts'],['male'],['18 - 25'],['spouse or significant other'],,,random_user_164,,,"{'interest': ['fitness and wellness', 'art and culture', 'fashion and accessories', 'pets and animal lovers', 'books and learning', 'arts and crafts', 'music and entertainment', 'social impact and charity', 'sports and hobbies', 'home and decor', 'outdoor and nature', 'tech and gadgets', 'beauty and self-care', 'food and cooking', 'travel and adventure'], 'style': ['minimalistic', 'bougie', 'premium brands', 'practical'], 'occasion': ['thank you gifts'], 'gender': ['male'], 'age_category': ['18 - 25'], 'relationship': ['spouse or significant other']}",[],['1696265566782x519965294085110100'],unq_id-525
526,526,510,,random_profile_765,,,,,"['travel and adventure', 'food and cooking', 'books and learning', 'art and culture', 'arts and crafts', 'beauty and self-care', 'fitness and wellness', 'social impact and charity']","['premium brands', 'minimalistic']",['appreciation'],['female'],['12 - 18'],['child'],,,random_user_62,,,"{'interest': ['travel and adventure', 'food and cooking', 'books and learning', 'art and culture', 'arts and crafts', 'beauty and self-care', 'fitness and wellness', 'social impact and charity'], 'style': ['premium brands', 'minimalistic'], 'occasion': ['appreciation'], 'gender': ['female'], 'age_category': ['12 - 18'], 'relationship': ['child']}","['1694623243081x559101251033145040', '1694624889422x254650863699015680', '1695942607494x101333340793251950', '1696351105169x905659894498306300']","['1695942625356x987948487080829400', '1704802947186x274001581534347260']",unq_id-526
527,527,511,,random_profile_768,,,,,"['fashion and accessories', 'sports and hobbies', 'art and culture', 'fitness and wellness', 'travel and adventure', 'home and decor', 'books and learning', 'pets and animal lovers', 'beauty and self-care', 'music and entertainment']","['classic and timeless', 'bougie', 'comfortable yet stylish']",['anniversaries'],['female'],['12 - 18'],['girlfriend'],,,random_user_181,,,"{'interest': ['fashion and accessories', 'sports and hobbies', 'art and culture', 'fitness and wellness', 'travel and adventure', 'home and decor', 'books and learning', 'pets and animal lovers', 'beauty and self-care', 'music and entertainment'], 'style': ['classic and timeless', 'bougie', 'comfortable yet stylish'], 'occasion': ['anniversaries'], 'gender': ['female'], 'age_category': ['12 - 18'], 'relationship': ['girlfriend']}",[],"['1695836054837x409777276932312900', '1695831218864x647126621441502800', '1694624882159x137521757895970430']",unq_id-527
528,528,512,,random_profile_609,,,,,"['fitness and wellness', 'music and entertainment', 'home and decor', 'sports and hobbies', 'books and learning', 'arts and crafts', 'food and cooking']","['comfortable yet stylish', 'practical', 'chill']",['newborns'],['male'],['12 - 18'],['colleague'],,,random_user_140,,,"{'interest': ['fitness and wellness', 'music and entertainment', 'home and decor', 'sports and hobbies', 'books and learning', 'arts and crafts', 'food and cooking'], 'style': ['comfortable yet stylish', 'practical', 'chill'], 'occasion': ['newborns'], 'gender': ['male'], 'age_category': ['12 - 18'], 'relationship': ['colleague']}",[],"['1696265552652x103191292250754740', '1696474674425x568997434092154900', '1704802856012x967196668816523300']",unq_id-528
529,529,513,,random_profile_319,,,,,"['arts and crafts', 'travel and adventure', 'food and cooking', 'outdoor and nature', 'sports and hobbies', 'home and decor', 'fashion and accessories', 'fitness and wellness']","['practical', 'minimalistic', 'bougie']",['apologies'],['male'],['under 12'],['colleague'],,,random_user_16,,,"{'interest': ['arts and crafts', 'travel and adventure', 'food and cooking', 'outdoor and nature', 'sports and hobbies', 'home and decor', 'fashion and accessories', 'fitness and wellness'], 'style': ['practical', 'minimalistic', 'bougie'], 'occasion': ['apologies'], 'gender': ['male'], 'age_category': ['under 12'], 'relationship': ['colleague']}",[],['1694624885170x145954501028060500'],unq_id-529
530,530,514,,random_profile_302,,,,,"['beauty and self-care', 'arts and crafts', 'art and culture', 'fashion and accessories', 'travel and adventure', 'home and decor', 'books and learning', 'food and cooking', 'sports and hobbies', 'social impact and charity']","['chill', 'practical', 'comfortable yet stylish', 'premium brands', 'classic and timeless', 'bougie']",['birthdays'],['male'],['under 12'],['friend'],,,random_user_6,,,"{'interest': ['beauty and self-care', 'arts and crafts', 'art and culture', 'fashion and accessories', 'travel and adventure', 'home and decor', 'books and learning', 'food and cooking', 'sports and hobbies', 'social impact and charity'], 'style': ['chill', 'practical', 'comfortable yet stylish', 'premium brands', 'classic and timeless', 'bougie'], 'occasion': ['birthdays'], 'gender': ['male'], 'age_category': ['under 12'], 'relationship': ['friend']}",[],['1695942619381x401387138660709300'],unq_id-530
531,531,515,,random_profile_918,,,,,"['fitness and wellness', 'spirituality']","['comfortable yet stylish', 'premium brands']",['apologies'],['female'],['12 - 18'],['child'],,,random_user_34,,,"{'interest': ['fitness and wellness', 'spirituality'], 'style': ['comfortable yet stylish', 'premium brands'], 'occasion': ['apologies'], 'gender': ['female'], 'age_category': ['12 - 18'], 'relationship': ['child']}","['1694623243081x559101251033145040', '1696351105169x905659894498306300']","['1695942610434x580175664502505100', '1696265545828x911224905631472300', '1694624175801x637388771770342500']",unq_id-531
532,532,516,,random_profile_967,,,,,"['outdoor and nature', 'music and entertainment', 'art and culture']",['chill'],['get well soon'],['male'],['18 - 25'],['parent'],,,random_user_27,,,"{'interest': ['outdoor and nature', 'music and entertainment', 'art and culture'], 'style': ['chill'], 'occasion': ['get well soon'], 'gender': ['male'], 'age_category': ['18 - 25'], 'relationship': ['parent']}",[],"['1694624867340x208100144447579170', '1696474700813x578258718697241000']",unq_id-532
533,533,517,,random_profile_348,,,,,"['spirituality', 'food and cooking', 'pets and animal lovers']",['classic and timeless'],['retirements'],['female'],['12 - 18'],['child'],,,random_user_283,,,"{'interest': ['spirituality', 'food and cooking', 'pets and animal lovers'], 'style': ['classic and timeless'], 'occasion': ['retirements'], 'gender': ['female'], 'age_category': ['12 - 18'], 'relationship': ['child']}",[],"['1695942611638x877932826170158200', '1700977815257x280790147125984830']",unq_id-533
534,534,518,,random_profile_21,,,,,"['food and cooking', 'spirituality', 'fitness and wellness', 'music and entertainment', 'books and learning', 'tech and gadgets', 'arts and crafts', 'home and decor', 'sports and hobbies', 'travel and adventure']","['classic and timeless', 'comfortable yet stylish', 'practical', 'premium brands']",['birthdays'],['male'],['25 - 45'],['friend'],,,random_user_109,,,"{'interest': ['food and cooking', 'spirituality', 'fitness and wellness', 'music and entertainment', 'books and learning', 'tech and gadgets', 'arts and crafts', 'home and decor', 'sports and hobbies', 'travel and adventure'], 'style': ['classic and timeless', 'comfortable yet stylish', 'practical', 'premium brands'], 'occasion': ['birthdays'], 'gender': ['male'], 'age_category': ['25 - 45'], 'relationship': ['friend']}",[],"['1696351124190x851148178259617000', '1696474678657x711786333788958500']",unq_id-534
535,535,519,,random_profile_990,,,,,"['home and decor', 'social impact and charity', 'music and entertainment', 'travel and adventure', 'spirituality', 'books and learning', 'sports and hobbies', 'art and culture', 'arts and crafts']","['minimalistic', 'bougie', 'classic and timeless', 'chill', 'practical', 'premium brands']",['apologies'],['male'],['18 - 25'],['spouse or significant other'],,,random_user_153,,,"{'interest': ['home and decor', 'social impact and charity', 'music and entertainment', 'travel and adventure', 'spirituality', 'books and learning', 'sports and hobbies', 'art and culture', 'arts and crafts'], 'style': ['minimalistic', 'bougie', 'classic and timeless', 'chill', 'practical', 'premium brands'], 'occasion': ['apologies'], 'gender': ['male'], 'age_category': ['18 - 25'], 'relationship': ['spouse or significant other']}",[],['1696695518858x527211256736563900'],unq_id-535
536,536,520,,random_profile_137,,,,,"['sports and hobbies', 'music and entertainment']","['classic and timeless', 'minimalistic']",['birthdays'],['male'],['18 - 25'],['grand parent'],,,random_user_120,,,"{'interest': ['sports and hobbies', 'music and entertainment'], 'style': ['classic and timeless', 'minimalistic'], 'occasion': ['birthdays'], 'gender': ['male'], 'age_category': ['18 - 25'], 'relationship': ['grand parent']}",[],['1696265564972x742251055948735000'],unq_id-536
537,537,521,,random_profile_422,,,,,"['spirituality', 'pets and animal lovers']","['classic and timeless', 'comfortable yet stylish', 'practical', 'premium brands', 'bougie']",['graduations'],['female'],['18 - 25'],['spouse or significant other'],,,random_user_145,,,"{'interest': ['spirituality', 'pets and animal lovers'], 'style': ['classic and timeless', 'comfortable yet stylish', 'practical', 'premium brands', 'bougie'], 'occasion': ['graduations'], 'gender': ['female'], 'age_category': ['18 - 25'], 'relationship': ['spouse or significant other']}",[],"['1694623256418x717778589806725800', '1694623746217x888939833812938600', '1695831212896x876049415601754000', '1696474695569x607810664190067800']",unq_id-537
538,538,522,,random_profile_821,,,,,['art and culture'],"['chill', 'practical', 'classic and timeless', 'comfortable yet stylish']",['newborns'],['female'],['65 +'],['grand parent'],,,random_user_40,,,"{'interest': ['art and culture'], 'style': ['chill', 'practical', 'classic and timeless', 'comfortable yet stylish'], 'occasion': ['newborns'], 'gender': ['female'], 'age_category': ['65 +'], 'relationship': ['grand parent']}",[],"['1704448561364x238259057780919170', '1695831205196x333400160699331100', '1696695517863x248151472134366050', '1696351129951x515796149627471700']",unq_id-538
539,539,523,,random_profile_468,,,,,"['music and entertainment', 'sports and hobbies', 'fitness and wellness', 'outdoor and nature', 'books and learning', 'food and cooking']","['premium brands', 'classic and timeless', 'chill', 'minimalistic', 'practical', 'bougie']",['apologies'],['male'],['under 12'],['colleague'],,,random_user_62,,,"{'interest': ['music and entertainment', 'sports and hobbies', 'fitness and wellness', 'outdoor and nature', 'books and learning', 'food and cooking'], 'style': ['premium brands', 'classic and timeless', 'chill', 'minimalistic', 'practical', 'bougie'], 'occasion': ['apologies'], 'gender': ['male'], 'age_category': ['under 12'], 'relationship': ['colleague']}",[],"['1696265554668x858081380643043500', '1694623739186x998593428018686600', '1695942602446x422012243339750660', '1695942610434x580175664502505100']",unq_id-539
540,540,524,,random_profile_994,,,,,['travel and adventure'],"['comfortable yet stylish', 'practical', 'premium brands', 'classic and timeless', 'chill', 'minimalistic']",['retirements'],['male'],['under 12'],['girlfriend'],,,random_user_171,,,"{'interest': ['travel and adventure'], 'style': ['comfortable yet stylish', 'practical', 'premium brands', 'classic and timeless', 'chill', 'minimalistic'], 'occasion': ['retirements'], 'gender': ['male'], 'age_category': ['under 12'], 'relationship': ['girlfriend']}",[],"['1696265559833x589350409888654200', '1695836057539x841092884460222100', '1694624184790x486181897691762000', '1694624163797x464045470178577900']",unq_id-540
541,541,525,,random_profile_95,,,,,"['outdoor and nature', 'music and entertainment', 'arts and crafts', 'sports and hobbies', 'home and decor', 'travel and adventure', 'art and culture', 'beauty and self-care', 'social impact and charity', 'tech and gadgets', 'pets and animal lovers', 'food and cooking', 'spirituality', 'fitness and wellness', 'books and learning']","['minimalistic', 'bougie']",['appreciation'],['female'],['65 +'],['colleague'],,,random_user_276,,,"{'interest': ['outdoor and nature', 'music and entertainment', 'arts and crafts', 'sports and hobbies', 'home and decor', 'travel and adventure', 'art and culture', 'beauty and self-care', 'social impact and charity', 'tech and gadgets', 'pets and animal lovers', 'food and cooking', 'spirituality', 'fitness and wellness', 'books and learning'], 'style': ['minimalistic', 'bougie'], 'occasion': ['appreciation'], 'gender': ['female'], 'age_category': ['65 +'], 'relationship': ['colleague']}",[],"['1695942626347x179695169501877380', '1694624176810x431431098873602560', '1696351129021x496022684735401500', '1696351120852x853710020794271600']",unq_id-541
542,542,526,,random_profile_334,,,,,"['beauty and self-care', 'arts and crafts', 'art and culture', 'fitness and wellness', 'travel and adventure', 'books and learning', 'social impact and charity', 'music and entertainment', 'food and cooking', 'home and decor']","['practical', 'comfortable yet stylish']",['housewarmings'],['male'],['18 - 25'],['girlfriend'],,,random_user_199,,,"{'interest': ['beauty and self-care', 'arts and crafts', 'art and culture', 'fitness and wellness', 'travel and adventure', 'books and learning', 'social impact and charity', 'music and entertainment', 'food and cooking', 'home and decor'], 'style': ['practical', 'comfortable yet stylish'], 'occasion': ['housewarmings'], 'gender': ['male'], 'age_category': ['18 - 25'], 'relationship': ['girlfriend']}",[],"['1696474674425x568997434092154900', '1704448556653x953347374715408300']",unq_id-542
543,543,527,,random_profile_72,,,,,"['fashion and accessories', 'music and entertainment', 'sports and hobbies', 'food and cooking', 'pets and animal lovers', 'art and culture', 'beauty and self-care', 'home and decor', 'social impact and charity']","['minimalistic', 'premium brands', 'bougie', 'practical']",['thank you gifts'],['male'],['18 - 25'],['grand parent'],,,random_user_34,,,"{'interest': ['fashion and accessories', 'music and entertainment', 'sports and hobbies', 'food and cooking', 'pets and animal lovers', 'art and culture', 'beauty and self-care', 'home and decor', 'social impact and charity'], 'style': ['minimalistic', 'premium brands', 'bougie', 'practical'], 'occasion': ['thank you gifts'], 'gender': ['male'], 'age_category': ['18 - 25'], 'relationship': ['grand parent']}",[],"['1696351126162x337065455202229440', '1694623745250x286026127664058780', '1696265570106x287668230200030620', '1696351113860x761596086108630700']",unq_id-543
544,544,528,,random_profile_824,,,,,"['sports and hobbies', 'spirituality', 'music and entertainment']","['premium brands', 'comfortable yet stylish', 'minimalistic', 'bougie']",['thank you gifts'],['female'],['45 - 65'],['spouse or significant other'],,,random_user_286,,,"{'interest': ['sports and hobbies', 'spirituality', 'music and entertainment'], 'style': ['premium brands', 'comfortable yet stylish', 'minimalistic', 'bougie'], 'occasion': ['thank you gifts'], 'gender': ['female'], 'age_category': ['45 - 65'], 'relationship': ['spouse or significant other']}",[],"['1704718262955x530643394527881660', '1694624165806x512503996512605060']",unq_id-544
545,545,529,,random_profile_211,,,,,"['outdoor and nature', 'home and decor', 'spirituality', 'travel and adventure', 'books and learning', 'fitness and wellness', 'beauty and self-care', 'arts and crafts', 'tech and gadgets', 'music and entertainment', 'food and cooking']","['classic and timeless', 'minimalistic', 'premium brands', 'chill', 'practical', 'bougie']",['newborns'],['male'],['45 - 65'],['colleague'],,,random_user_52,,,"{'interest': ['outdoor and nature', 'home and decor', 'spirituality', 'travel and adventure', 'books and learning', 'fitness and wellness', 'beauty and self-care', 'arts and crafts', 'tech and gadgets', 'music and entertainment', 'food and cooking'], 'style': ['classic and timeless', 'minimalistic', 'premium brands', 'chill', 'practical', 'bougie'], 'occasion': ['newborns'], 'gender': ['male'], 'age_category': ['45 - 65'], 'relationship': ['colleague']}",[],['1695942613406x489355204015536000'],unq_id-545
